model,attack,experiment,cos_threshold,top10_threshold,aasr,n_samples
SPECTR,PGD,SPECTR | PGD,0.5,0.2,0.88,100
SPECTR,PGD,SPECTR | PGD,0.5,0.3,0.88,100
SPECTR,PGD,SPECTR | PGD,0.5,0.4,0.88,100
SPECTR,PGD,SPECTR | PGD,0.5,0.5,0.88,100
SPECTR,PGD,SPECTR | PGD,0.5,0.6,0.88,100
SPECTR,PGD,SPECTR | PGD,0.5,0.7,0.88,100
SPECTR,PGD,SPECTR | PGD,0.5,0.8,0.88,100
SPECTR,PGD,SPECTR | PGD,0.5,0.9,0.88,100
SPECTR,PGD,SPECTR | PGD,0.5,1.0,0.88,100
SPECTR,PGD,SPECTR | PGD,0.6,0.0,0.0,100
SPECTR,PGD,SPECTR | PGD,0.6,0.1,0.66,100
SPECTR,PGD,SPECTR | PGD,0.6,0.2,0.91,100
SPECTR,PGD,SPECTR | PGD,0.6,0.3,0.91,100
SPECTR,PGD,SPECTR | PGD,0.6,0.4,0.91,100
SPECTR,PGD,SPECTR | PGD,0.6,0.5,0.91,100
SPECTR,PGD,SPECTR | PGD,0.6,0.6,0.91,100
SPECTR,PGD,SPECTR | PGD,0.6,0.7,0.91,100
SPECTR,PGD,SPECTR | PGD,0.6,0.8,0.91,100
SPECTR,PGD,SPECTR | PGD,0.6,0.9,0.91,100
SPECTR,PGD,SPECTR | PGD,0.6,1.0,0.91,100
SPECTR,PGD,SPECTR | PGD,0.7,0.0,0.0,100
SPECTR,PGD,SPECTR | PGD,0.7,0.1,0.66,100
SPECTR,PGD,SPECTR | PGD,0.7,0.2,0.92,100
SPECTR,PGD,SPECTR | PGD,0.7,0.3,0.92,100
SPECTR,PGD,SPECTR | PGD,0.7,0.4,0.92,100
SPECTR,PGD,SPECTR | PGD,0.7,0.5,0.92,100
SPECTR,PGD,SPECTR | PGD,0.7,0.6,0.92,100
SPECTR,PGD,SPECTR | PGD,0.7,0.7,0.92,100
SPECTR,PGD,SPECTR | PGD,0.7,0.8,0.92,100
SPECTR,PGD,SPECTR | PGD,0.7,0.9,0.92,100
SPECTR,PGD,SPECTR | PGD,0.7,1.0,0.92,100
SPECTR,PGD,SPECTR | PGD,0.8,0.0,0.0,100
SPECTR,PGD,SPECTR | PGD,0.8,0.1,0.66,100
SPECTR,PGD,SPECTR | PGD,0.8,0.2,0.92,100
SPECTR,PGD,SPECTR | PGD,0.8,0.3,0.92,100
SPECTR,PGD,SPECTR | PGD,0.8,0.4,0.92,100
SPECTR,PGD,SPECTR | PGD,0.8,0.5,0.92,100
SPECTR,PGD,SPECTR | PGD,0.8,0.6,0.92,100
SPECTR,PGD,SPECTR | PGD,0.8,0.7,0.92,100
SPECTR,PGD,SPECTR | PGD,0.8,0.8,0.92,100
SPECTR,PGD,SPECTR | PGD,0.8,0.9,0.92,100
SPECTR,PGD,SPECTR | PGD,0.8,1.0,0.92,100
SPECTR,PGD,SPECTR | PGD,0.9,0.0,0.0,100
SPECTR,PGD,SPECTR | PGD,0.9,0.1,0.66,100
SPECTR,PGD,SPECTR | PGD,0.9,0.2,0.92,100
SPECTR,PGD,SPECTR | PGD,0.9,0.3,0.92,100
SPECTR,PGD,SPECTR | PGD,0.9,0.4,0.92,100
SPECTR,PGD,SPECTR | PGD,0.9,0.5,0.92,100
SPECTR,PGD,SPECTR | PGD,0.9,0.6,0.92,100
SPECTR,PGD,SPECTR | PGD,0.9,0.7,0.92,100
SPECTR,PGD,SPECTR | PGD,0.9,0.8,0.92,100
SPECTR,PGD,SPECTR | PGD,0.9,0.9,0.92,100
SPECTR,PGD,SPECTR | PGD,0.9,1.0,0.92,100
SPECTR,PGD,SPECTR | PGD,1.0,0.0,0.0,100
SPECTR,PGD,SPECTR | PGD,1.0,0.1,0.66,100
SPECTR,PGD,SPECTR | PGD,1.0,0.2,0.92,100
SPECTR,PGD,SPECTR | PGD,1.0,0.3,0.92,100
SPECTR,PGD,SPECTR | PGD,1.0,0.4,0.92,100
SPECTR,PGD,SPECTR | PGD,1.0,0.5,0.92,100
SPECTR,PGD,SPECTR | PGD,1.0,0.6,0.92,100
SPECTR,PGD,SPECTR | PGD,1.0,0.7,0.92,100
SPECTR,PGD,SPECTR | PGD,1.0,0.8,0.92,100
SPECTR,PGD,SPECTR | PGD,1.0,0.9,0.92,100
SPECTR,PGD,SPECTR | PGD,1.0,1.0,0.92,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,0.1,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,0.2,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,0.3,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,0.4,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,0.5,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,0.6,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,0.7,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,0.8,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,0.9,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.0,1.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,0.1,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,0.2,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,0.3,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,0.4,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,0.5,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,0.6,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,0.7,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,0.8,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,0.9,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.1,1.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,0.1,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,0.2,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,0.3,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,0.4,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,0.5,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,0.6,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,0.7,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,0.8,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,0.9,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.2,1.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,0.1,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,0.2,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,0.3,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,0.4,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,0.5,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,0.6,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,0.7,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,0.8,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,0.9,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.3,1.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,0.1,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,0.2,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,0.3,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,0.4,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,0.5,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,0.6,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,0.7,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,0.8,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,0.9,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.4,1.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,0.1,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,0.2,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,0.3,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,0.4,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,0.5,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,0.6,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,0.7,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,0.8,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,0.9,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.5,1.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,0.1,0.02,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,0.2,0.03,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,0.3,0.03,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,0.4,0.04,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,0.5,0.04,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,0.6,0.04,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,0.7,0.05,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,0.8,0.05,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,0.9,0.05,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.6,1.0,0.05,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,0.1,0.1,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,0.2,0.19,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,0.3,0.19,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,0.4,0.21,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,0.5,0.21,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,0.6,0.21,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,0.7,0.25,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,0.8,0.25,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,0.9,0.25,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.7,1.0,0.25,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,0.1,0.27,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,0.2,0.47,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,0.3,0.47,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,0.4,0.55,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,0.5,0.55,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,0.6,0.55,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,0.7,0.61,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,0.8,0.61,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,0.9,0.61,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.8,1.0,0.61,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,0.1,0.39,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,0.2,0.68,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,0.3,0.68,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,0.4,0.79,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,0.5,0.79,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,0.6,0.79,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,0.7,0.87,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,0.8,0.87,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,0.9,0.87,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,0.9,1.0,0.87,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,0.0,0.0,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,0.1,0.4,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,0.2,0.74,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,0.3,0.74,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,0.4,0.87,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,0.5,0.87,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,0.6,0.87,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,0.7,0.98,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,0.8,0.98,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,0.9,0.98,100
SPECTR,Psychoacoustic,SPECTR | Psychoacoustic,1.0,1.0,0.98,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,0.2,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,0.3,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,0.4,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,0.5,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,0.6,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,0.7,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,0.8,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,0.9,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.0,1.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,0.2,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,0.3,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,0.4,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,0.5,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,0.6,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,0.7,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,0.8,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,0.9,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.1,1.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,0.2,0.01,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,0.3,0.01,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,0.4,0.01,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,0.5,0.01,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,0.6,0.01,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,0.7,0.01,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,0.8,0.01,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,0.9,0.01,100
SPECTR,X-Shift,SPECTR | X-Shift,0.2,1.0,0.01,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,0.2,0.04,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,0.3,0.04,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,0.4,0.04,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,0.5,0.04,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,0.6,0.04,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,0.7,0.04,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,0.8,0.04,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,0.9,0.04,100
SPECTR,X-Shift,SPECTR | X-Shift,0.3,1.0,0.04,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,0.2,0.06,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,0.3,0.12,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,0.4,0.13,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,0.5,0.13,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,0.6,0.13,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,0.7,0.13,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,0.8,0.13,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,0.9,0.13,100
SPECTR,X-Shift,SPECTR | X-Shift,0.4,1.0,0.13,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,0.2,0.08,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,0.3,0.22,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,0.4,0.28,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,0.5,0.29,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,0.6,0.29,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,0.7,0.29,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,0.8,0.29,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,0.9,0.29,100
SPECTR,X-Shift,SPECTR | X-Shift,0.5,1.0,0.29,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,0.2,0.08,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,0.3,0.29,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,0.4,0.43,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,0.5,0.48,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,0.6,0.49,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,0.7,0.49,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,0.8,0.49,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,0.9,0.49,100
SPECTR,X-Shift,SPECTR | X-Shift,0.6,1.0,0.49,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,0.2,0.09,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,0.3,0.34,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,0.4,0.53,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,0.5,0.66,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,0.6,0.69,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,0.7,0.69,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,0.8,0.69,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,0.9,0.69,100
SPECTR,X-Shift,SPECTR | X-Shift,0.7,1.0,0.69,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,0.2,0.09,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,0.3,0.36,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,0.4,0.58,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,0.5,0.8,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,0.6,0.84,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,0.7,0.84,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,0.8,0.84,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,0.9,0.84,100
SPECTR,X-Shift,SPECTR | X-Shift,0.8,1.0,0.84,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,0.2,0.09,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,0.3,0.36,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,0.4,0.59,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,0.5,0.84,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,0.6,0.9,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,0.7,0.92,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,0.8,0.92,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,0.9,0.92,100
SPECTR,X-Shift,SPECTR | X-Shift,0.9,1.0,0.92,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,0.0,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,0.1,0.0,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,0.2,0.09,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,0.3,0.36,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,0.4,0.59,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,0.5,0.84,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,0.6,0.91,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,0.7,0.94,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,0.8,0.94,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,0.9,0.94,100
SPECTR,X-Shift,SPECTR | X-Shift,1.0,1.0,0.94,100
VGG,PGD,VGG | PGD,0.0,0.0,0.0,100
VGG,PGD,VGG | PGD,0.0,0.1,0.0,100
VGG,PGD,VGG | PGD,0.0,0.2,0.0,100
VGG,PGD,VGG | PGD,0.0,0.3,0.0,100
VGG,PGD,VGG | PGD,0.0,0.4,0.0,100
VGG,PGD,VGG | PGD,0.0,0.5,0.0,100
VGG,PGD,VGG | PGD,0.0,0.6,0.0,100
VGG,PGD,VGG | PGD,0.0,0.7,0.0,100
VGG,PGD,VGG | PGD,0.0,0.8,0.0,100
VGG,PGD,VGG | PGD,0.0,0.9,0.0,100
VGG,PGD,VGG | PGD,0.0,1.0,0.0,100
VGG,PGD,VGG | PGD,0.1,0.0,0.0,100
VGG,PGD,VGG | PGD,0.1,0.1,0.0,100
VGG,PGD,VGG | PGD,0.1,0.2,0.0,100
VGG,PGD,VGG | PGD,0.1,0.3,0.0,100
VGG,PGD,VGG | PGD,0.1,0.4,0.0,100
VGG,PGD,VGG | PGD,0.1,0.5,0.0,100
VGG,PGD,VGG | PGD,0.1,0.6,0.0,100
VGG,PGD,VGG | PGD,0.1,0.7,0.0,100
VGG,PGD,VGG | PGD,0.1,0.8,0.0,100
VGG,PGD,VGG | PGD,0.1,0.9,0.0,100
VGG,PGD,VGG | PGD,0.1,1.0,0.0,100
VGG,PGD,VGG | PGD,0.2,0.0,0.0,100
VGG,PGD,VGG | PGD,0.2,0.1,0.0,100
VGG,PGD,VGG | PGD,0.2,0.2,0.0,100
VGG,PGD,VGG | PGD,0.2,0.3,0.0,100
VGG,PGD,VGG | PGD,0.2,0.4,0.0,100
VGG,PGD,VGG | PGD,0.2,0.5,0.0,100
VGG,PGD,VGG | PGD,0.2,0.6,0.0,100
VGG,PGD,VGG | PGD,0.2,0.7,0.0,100
VGG,PGD,VGG | PGD,0.2,0.8,0.0,100
VGG,PGD,VGG | PGD,0.2,0.9,0.0,100
VGG,PGD,VGG | PGD,0.2,1.0,0.0,100
VGG,PGD,VGG | PGD,0.3,0.0,0.0,100
VGG,PGD,VGG | PGD,0.3,0.1,0.0,100
VGG,PGD,VGG | PGD,0.3,0.2,0.0,100
VGG,PGD,VGG | PGD,0.3,0.3,0.0,100
VGG,PGD,VGG | PGD,0.3,0.4,0.0,100
VGG,PGD,VGG | PGD,0.3,0.5,0.0,100
VGG,PGD,VGG | PGD,0.3,0.6,0.0,100
VGG,PGD,VGG | PGD,0.3,0.7,0.0,100
VGG,PGD,VGG | PGD,0.3,0.8,0.0,100
VGG,PGD,VGG | PGD,0.3,0.9,0.0,100
VGG,PGD,VGG | PGD,0.3,1.0,0.0,100
VGG,PGD,VGG | PGD,0.4,0.0,0.0,100
VGG,PGD,VGG | PGD,0.4,0.1,0.0,100
VGG,PGD,VGG | PGD,0.4,0.2,0.0,100
VGG,PGD,VGG | PGD,0.4,0.3,0.0,100
VGG,PGD,VGG | PGD,0.4,0.4,0.0,100
VGG,PGD,VGG | PGD,0.4,0.5,0.0,100
VGG,PGD,VGG | PGD,0.4,0.6,0.0,100
VGG,PGD,VGG | PGD,0.4,0.7,0.0,100
VGG,PGD,VGG | PGD,0.4,0.8,0.0,100
VGG,PGD,VGG | PGD,0.4,0.9,0.0,100
VGG,PGD,VGG | PGD,0.4,1.0,0.0,100
VGG,PGD,VGG | PGD,0.5,0.0,0.0,100
VGG,PGD,VGG | PGD,0.5,0.1,0.47,100
VGG,PGD,VGG | PGD,0.5,0.2,0.62,100
VGG,PGD,VGG | PGD,0.5,0.3,0.62,100
VGG,PGD,VGG | PGD,0.5,0.4,0.62,100
VGG,PGD,VGG | PGD,0.5,0.5,0.62,100
VGG,PGD,VGG | PGD,0.5,0.6,0.62,100
